lugar|titulo|url_estancia|valoracion_clientes|n_valoraciones|tipo|estrellas|fecha_entrada|fecha_salida|n_adultos|n_habitaciones|n_menores
Málaga|Casa Carla Andalucia, Caminito del Rey|https://www.booking.com/hotel/es/casa-carla-andalucia.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|9,0|18|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
Málaga|Hotel Don Miguel|https://www.booking.com/hotel/es/don-miguel-ronda.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|7,6|3999|Hotel|4|2026-09-16|2026-09-19|2|1|0
Málaga|Country Sun Apartments|https://www.booking.com/hotel/es/country-sun-apartments.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|7,8|212|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
Málaga|Hostal Acemar|https://www.booking.com/hotel/es/hostal-acemar.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|7,9|766|Apartamento/Casa/Estudio|3|2026-09-16|2026-09-19|2|1|0
Málaga|Villa Alicia Guest House|https://www.booking.com/hotel/es/villa-alicia-guest-house.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|8,4|1085|NA|NA|2026-09-16|2026-09-19|2|1|0
Málaga|Begoña|https://www.booking.com/hotel/es/begona-torremolinos.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|7,5|23|Apartamento/Casa/Estudio|3|2026-09-16|2026-09-19|2|1|0
Málaga|Los Chozones|https://www.booking.com/hotel/es/los-chozones.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|9,1|14|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
Málaga|Apartemento del vista|https://www.booking.com/hotel/es/apartemento-del-vista.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|8,4|24|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
Málaga|Almijara Residence|https://www.booking.com/hotel/es/almijara-residence.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|9,1|301|Hotel|4|2026-09-16|2026-09-19|2|1|0
Málaga|Hotel Lozano|https://www.booking.com/hotel/es/lozano.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|8,2|509|Hotel|3|2026-09-16|2026-09-19|2|1|0
Málaga|Casa jose|https://www.booking.com/hotel/es/casa-jose-torremolinos1.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|10|1|Apartamento/Casa/Estudio|3|2026-09-16|2026-09-19|2|1|0
Málaga|Hotel Rural Los Jarales|https://www.booking.com/hotel/es/losjarales.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|8,3|830|Hotel|2|2026-09-16|2026-09-19|2|1|0
Málaga|Casa Roble B&B|https://www.booking.com/hotel/es/casa-roble-b-amp-b-competa2.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|9,4|30|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
Málaga|Casa de las Remigias|https://www.booking.com/hotel/es/casa-de-las-remigias.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|9,2|658|Apartamento/Casa/Estudio|3|2026-09-16|2026-09-19|2|1|0
Málaga|Casa TRIGO|https://www.booking.com/hotel/es/casa-trigo.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|7,9|27|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
Málaga|B&B Sol y Monte|https://www.booking.com/hotel/es/b-amp-b-sol-y-monte.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|9,6|112|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
Málaga|Alojamiento del Sol|https://www.booking.com/hotel/es/apartamento-del-sol-malaga.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|7,7|591|NA|NA|2026-09-16|2026-09-19|2|1|0
Málaga|Casa Rural Sierra De Las Nieves|https://www.booking.com/hotel/es/casa-rural-sierra-de-las-nieves.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|8,7|66|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
Málaga|Hostal Mesón La Era|https://www.booking.com/hotel/es/hostal-meson-la-era.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|8,4|222|NA|NA|2026-09-16|2026-09-19|2|1|0
Málaga|Hotel Rural El Cortijo|https://www.booking.com/hotel/es/rural-el-cortijo.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|7,3|583|Hotel|3|2026-09-16|2026-09-19|2|1|0
Málaga|BeMar Apartment|https://www.booking.com/hotel/es/bemar-apartment.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|9,0|2|Apartamento/Casa/Estudio|3|2026-09-16|2026-09-19|2|1|0
Málaga|Casira, casitas en kamers, Viñuela, Andalucía|https://www.booking.com/hotel/es/b-amp-b-casira.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|9,8|39|NA|NA|2026-09-16|2026-09-19|2|1|0
Málaga|Apartamento el Boquerón 3|https://www.booking.com/hotel/es/apartamento-el-boqueron-3.es.html?checkin=2026-09-16&checkout=2026-09-19&group_adults=2&req_adults=2&no_rooms=1&group_children=0&req_children=0|8,7|73|Apartamento/Casa/Estudio|4|2026-09-16|2026-09-19|2|1|0
